,t_FBiH,3m_FBiH,6m_FBiH,9m_FBiH,1y_FBiH,2y_FBiH,3y_FBiH,5y_FBiH,6y_FBiH,7y_FBiH,10y_FBiH,15y_FBiH,t_AAA,1d_AAA,1m_AAA,3m_AAA,6m_AAA,9m_AAA,1y_AAA,1.5y_AAA,2y_AAA,3y_AAA,4y_AAA,5y_AAA,6y_AAA,7y_AAA,8y_AAA,9y_AAA,10y_AAA,15y_AAA,20y_AAA,t_euroarea,1d_euroarea,1m_euroarea,3m_euroarea,6m_euroarea,9m_euroarea,1y_euroarea,1.5y_euroarea,2y_euroarea,3y_euroarea,4y_euroarea,5y_euroarea,6y_euroarea,7y_euroarea,8y_euroarea,9y_euroarea,10y_euroarea,15y_euroarea,20y_euroarea,t_BAM,1d_BAM,1m_BAM,3m_BAM,6m_BAM,9m_BAM,1y_BAM,1.5y_BAM,2y_BAM,3y_BAM,4y_BAM,5y_BAM,6y_BAM,7y_BAM,8y_BAM,9y_BAM,10y_BAM,15y_BAM,20y_BAM
796,,,,,,,,,,,,,2014-06-20,0.0939100835100004,0.0797183983360551,0.0540519120268038,0.0243609986332922,0.0044245585370477,-0.00661884546437,-0.005184019046224,0.0228791299089081,0.1395301782260407,0.3109659301274847,0.5133456014119906,0.7293948109486088,0.9468643497297676,1.1573227570086768,1.3552137425523396,1.537123314790258,2.1759650833684665,2.4336308223483707,2014-06-20,0.0113807005800101,0.0485840441980927,0.110250342654786,0.1732327932467434,0.2126260203639489,0.2384269666865162,0.2757306549516123,0.3194703531692617,0.4709318542949958,0.7030789832659625,0.9784769915218164,1.261951114592751,1.5311810853294734,1.7752034383349855,1.9905370819406851,2.1778708080304794,2.7985982834357808,3.1246160993696046,2014-06-20,0.1171830732855425,0.6403764925341314,1.6451636252408135,2.9750630885379694,4.1195578536196535,5.105254459235574,6.687785441563378,7.867408662213606,9.412288716305149,10.288919352571448,10.793070438895557,11.085742678766085,11.255768484314466,11.353007392707768,11.406035845238302,11.431637228994914,11.39664574270868,11.303560050694244
797,,,,,,,,,,,,,2014-06-23,0.0784691045967045,0.0647001323426033,0.0398103735102429,0.0110550060169085,-0.0081944177558432,-0.0187713402924878,-0.0169646946693005,0.0108687561492475,0.1258311054818932,0.2946626823663756,0.4941342409353693,0.707363281541884,0.9223359208827552,1.130746454802491,1.3270894802822832,1.5079523980296834,2.147576557366664,2.41111535297446,2014-06-23,0.0113691590362706,0.0481171700786628,0.1082334633888963,0.1679075923509501,0.2034775908602561,0.2254459273546238,0.2561606254575927,0.295453112081022,0.4439603818096458,0.6777904134445247,0.9561132276864496,1.2419837463835162,1.5125236291097917,1.7568229256556016,1.9716689174944488,2.158036221024072,2.772550448151274,3.094192605332508,2014-06-23,0.0225798866945667,0.631789924129137,1.7763213140135703,3.2387349056687547,4.448448853194916,5.453580091068669,6.996177971753463,8.091121210773125,9.46769142836594,10.240962157623,10.702952650898586,10.991549840063575,11.1767176949612,11.296736916425605,11.37407939433811,11.422736509654838,11.469872808353362,11.424247671376303
798,,,,,,,,,,,,,2014-06-24,0.0787897115893593,0.0652607846282891,0.0408439755573637,0.0127405896868164,-0.0059219570068183,-0.0159729813753584,-0.0132819178999641,0.015236910273114,0.131076652287958,0.300276375530931,0.4997549843806128,0.7127483868797855,0.9273360639615484,1.1352847740099197,1.3311442852089064,1.5115429945883418,2.149881976660449,2.414285163655772,2014-06-24,0.0112991714366365,0.0461829544060452,0.1033038156090362,0.1600214248540776,0.1937087916703426,0.2142822160538884,0.2423745451390182,0.2783856626726262,0.4183756043621436,0.6436740902139686,0.9158483253223046,1.198664123179471,1.4688716697974264,1.714796389551564,1.9324659143983831,2.122257721149211,2.7532102637712077,3.0853039366510804,2014-06-24,0.5151166819420696,1.0006730145100635,1.9360472228385477,3.18048454990837,4.25810604166753,5.191936348620696,6.704503016548729,7.845192049230042,9.36200545033,10.23787292874475,10.746921584449804,11.042620631603866,11.212127734858225,11.305774254113624,11.353174146674569,11.372103617295704,11.307018930052452,11.200046519930048
799,,,,,,,,,,,,,2014-06-25,0.0891121438280703,0.0746265616729658,0.0482487103203207,0.0172523587642694,-0.0042412824067399,-0.0170580818436905,-0.0196915307593195,0.0037925193007541,0.1104689562742278,0.2717259008440287,0.4644470696567131,0.6717956055334104,0.8817565726619572,1.085991910685005,1.2789439293782667,1.4571361123607476,2.0917779015006692,2.3587215836463207,2014-06-25,0.0113813608425431,0.0484051793530986,0.1086245113004769,0.1673486440697118,0.2008012179630007,0.2196866893903184,0.2421649707626816,0.2717089321632144,0.4006357575038759,0.6188076731844685,0.8868525910080791,1.1672441226311072,1.435857301415627,1.6805515378945302,1.8971461984263416,2.085943176201347,2.712895541648522,3.042523314884789,2014-06-25,0.0212880218332392,0.6157387033262081,1.750167402095104,3.2341892802220813,4.49110329059753,5.554133875534088,7.208182752202704,8.378019042928377,9.76094448892535,10.391671533160878,10.63636365764357,10.68832110222416,10.64856521412956,10.569105168802889,10.476098140796866,10.382197845296403,10.008208761522743,9.78004440197678
800,,,,,,,,,,,,,2014-06-26,0.0799363296572278,0.0661030773790631,0.0409621199831202,0.0115521590040714,-0.0086532630716804,-0.0204541293485407,-0.021777923322769,0.00219432697578,0.1079591517686449,0.2665547885149859,0.4555675492099578,0.6586672283016144,0.864197142947396,1.064065889285584,1.2528792234400328,1.427262672315968,2.048879630247388,2.31141590410091,2014-06-26,0.0113783584804086,0.0482901485981825,0.1081467283676791,0.1660899838553255,0.1985941588851325,0.2164565620674245,0.2368885525306829,0.2645709773467661,0.3905265577898866,0.6065070527534822,0.8727885949786778,1.151626484459797,1.4188050970511927,1.6621620049970378,1.87752022356009,2.0651888378094876,2.688050345508066,3.015382829824237,2014-06-26,0.0224636009497639,0.6541895403268378,1.8485994960152543,3.386558382136705,4.664058079455974,5.723290727711203,7.323187541919539,8.4073654499401,9.606542954451946,10.09274534258049,10.24632332818772,10.252468951902127,10.199682372535424,10.128969984872176,10.058311604448956,9.994748443713528,9.801489204846591,9.73052710029854
801,,,,,,,,,,,,,2014-06-27,0.0787750877975643,0.0658368604744169,0.0424453215785164,0.0154149730163113,-0.0026825633633185,-0.012624488700369,-0.0108942892168548,0.0153701522149818,0.1239329284160328,0.2836031373076118,0.4725639145320341,0.6749113152487052,0.8792882039535534,1.0778093310287975,1.2652184152737869,1.4382297151748444,2.0546366139270997,2.3146576884793113,2014-06-27,0.011374576606905,0.0480105157052037,0.1065190727951597,0.1614555074051251,0.1908767200885499,0.2063322048659994,0.2252246909928921,0.2558201595520781,0.3958845139821019,0.6277436530013905,0.9051225200932986,1.1886063508219848,1.4548860575343188,1.693510313157173,1.9019252234552653,2.081665953765442,2.668699796600822,2.973965229072914,2014-06-27,0.0227981408485322,0.6632976899955225,1.870476360358705,3.417037149828108,4.694451423070351,5.74830874147367,7.33077064161792,8.397777892854576,9.581405562840716,10.079585519112891,10.263140656903296,10.306789271397856,10.291787661039535,10.25514564286391,10.21313282261896,10.172444026051403,10.026507705636954,9.946932955179046
802,,,,,,,,,,,,,2014-06-30,0.0861466330834428,0.0728375834492296,0.0487153310581968,0.0206767441888919,0.0016695418103995,-0.0090907047891393,-0.0087497259727462,0.016415252528112,0.1234825573529665,0.2823696808712324,0.4710473399219097,0.6734521500352582,0.8781084126111258,1.077043718143309,1.2649386313485298,1.43846250155742,2.0570526444586372,2.318106472324833,2014-06-30,0.011375921177212,0.0480509204328769,0.1066278638247406,0.1615897883293966,0.1909059793783303,0.206117429593327,0.2241763917356412,0.2536816463737121,0.3917477815634687,0.6227912586950755,0.9007970353356942,1.1860586090250609,1.4548249169227976,1.6962540501707508,1.907515320446298,2.08997627410149,2.6871957305020677,2.998185660630115,2014-06-30,0.0211749755032197,0.6120524108428923,1.736339393644677,3.2000991318949583,4.43316178179081,5.470859755456791,7.0754380247608974,8.202839317571415,9.531016561870668,10.143877897603511,10.395633386640371,10.467907186135696,10.45339820516926,10.399100861584104,10.328592798022722,10.253502698099508,9.924488173804368,9.699863120981194
803,,,,,,,,,,,,,2014-07-01,0.0933852207319809,0.0787392387727043,0.0519872454284816,0.0203323556819847,-0.0019222333527344,-0.0155875192814396,-0.0201276128913772,0.0012467245288885,0.1033892300782861,0.2600527429667085,0.4484109446561692,0.6517973680781894,0.8582839870619239,1.0595627916243755,1.2500687235947303,1.426294507540976,2.056615111448897,2.3242211990231887,2014-07-01,0.011278889478276,0.0453211884978617,0.0994399932606278,0.1496834249223395,0.175971124710033,0.1892869613535435,0.205503596594637,0.2343660841812518,0.3719714577098916,0.6026851801516759,0.8806781108266257,1.1664594634291436,1.4362572875613502,1.6790784185771963,1.891919605177848,2.07600818628826,2.6799706522001463,2.9949750109257356,2014-07-01,0.0213478779243667,0.6181108045925351,1.7552228369627958,3.2391263928728455,4.492476479776464,5.5498124072006725,7.189665937812099,8.345175648656735,9.706141180759769,10.324631376134285,10.5627648589621,10.609594242204992,10.563446923186406,10.475148014212548,10.370690445645772,10.263115027126174,9.807919535726151,9.509335769815548
804,,,,,,,,,,,,,2014-07-02,0.1018805345509151,0.0870361668389171,0.0599412972396815,0.027930578185545,0.00549166617071,-0.0082058783521929,-0.0124241851155111,0.0096847532671402,0.1141325140242459,0.2737074005662743,0.4651504545965608,0.6715154241677057,0.8807042205113502,1.0843162114985558,1.2767471809831807,1.454486513418049,2.087247644461004,2.3523842582484784,2014-07-02,0.0112617087663251,0.044807984451737,0.0979668994550531,0.1471360276203084,0.1729766454492214,0.1865548537988157,0.2053212958366828,0.2388438323083512,0.3886765635245517,0.6311753351282672,0.917999819563276,1.209279314490173,1.4818238333188845,1.7254566931825597,1.9378989795589463,2.120914434088661,2.717863071511122,3.0280819085177946,2014-07-02,0.0216271132505748,0.6284005864228231,1.7831281396407843,3.286611958384955,4.552715830904984,5.617298945480504,7.259333489101577,8.405926255224951,9.732603922479871,10.310505377907628,10.510597548426022,10.524951573908588,10.452325914172995,10.342948604081451,10.221907655102244,10.101341231408927,9.61242341410938,9.301836075233684
805,,,,,,,,,,,,,2014-07-03,0.093532260960068,0.0784892758338722,0.051059747612345,0.0187274492195279,-0.0038354210079147,-0.0174790768632431,-0.021127823563475,0.0020601238267432,0.1097679113353597,0.2735170172992633,0.4695558742033094,0.6805984546365798,0.8943200422953721,1.1021762673867617,1.2984791122867438,1.4796767850486132,2.1236885604416704,2.392641318793367,2014-07-03,0.011284693156836,0.0453056259828663,0.0984332608874365,0.1456982777375453,0.1682902911656096,0.1779952309337193,0.1889391770890558,0.2161128928023874,0.3597204881330036,0.603111658800664,0.8947771655596988,1.192399542508781,1.4713964502930672,1.7209507608470158,1.938570896800635,2.126016516481319,2.737062680952409,3.054441907201241,2014-07-03,0.0226029182588852,0.6574024600066631,1.853655874784098,3.3863682372033637,4.653297928663453,5.700140024360605,7.278505094636154,8.352885434532187,9.574922964400786,10.126811716885706,10.36570902188792,10.458983146857133,10.48488336035496,10.479909178424474,10.461055290054423,10.436231753704478,10.301695509765702,10.188457224964475
806,,,,,,,,,,,,,2014-07-04,0.1019469395522075,0.0861748963404155,0.0572306738947943,0.022616755451438,-0.0022298273120702,-0.018149751769414,-0.0262957317764933,-0.0074855369309769,0.0919886827135822,0.2483730828441857,0.4380193538290271,0.6436606664376292,0.852936780432219,1.057234261740331,1.250777542023009,1.4299192745866574,2.071010824903154,2.342969605638145,2014-07-04,0.0113090868180849,0.0458122053746894,0.0987519478629233,0.143574593361647,0.1621673819554008,0.1671443014665694,0.1684574191920038,0.1874559144380665,0.3210178090722895,0.5609125375639614,0.8524064077624445,1.1509954702694856,1.4310389994267751,1.6813473926577007,1.8993802263623376,2.0869655339531423,2.6971574778118192,3.0136053108746186,2014-07-04,0.0221968078440648,0.641323114454077,1.8138526152372376,3.32819671662386,4.591195959702544,5.643214474416191,7.244773283707952,8.344854867387486,9.596102760936674,10.140981693371003,10.348603641692824,10.400507051390436,10.384804734000587,10.34337468373351,10.295429440570285,10.249229018787318,10.0939460834755,10.02498517010454
807,,,,,,,,,,,,,2014-07-07,0.1032269341151822,0.0876117788664398,0.0589744781541905,0.0247788656841345,0.0003040525286195,-0.0152864961701213,-0.0228858853558309,-0.0036564196774531,0.0963635209998416,0.2530193653310562,0.4427662236501204,0.6484092703043611,0.8576372218784147,1.0618688741896785,1.2553489059407124,1.4344417718009383,2.0756033299266603,2.347975017682284,2014-07-07,0.0113102375140187,0.0458573150446495,0.0989409009176212,0.1440635007848731,0.1629998054132535,0.1683223774843387,0.1702513915019636,0.1897255380036959,0.3239155490739378,0.5642819056849859,0.8562968345156694,1.1555079153014152,1.4362464401688977,1.6872741580142492,1.9060089633950632,2.09425192022187,2.706859515252492,3.0246529837661886,2014-07-07,0.1105241805843499,0.668811736121776,1.737034239154745,3.1404868825771417,4.335129026793951,5.350294241874301,6.939878465632957,8.072510048385553,9.420381266888128,10.033418631781938,10.261099372479622,10.292788690352294,10.229881385509826,10.1257413019465,10.007729077161578,9.88929147150818,9.40761165542932,9.093609042869089
808,,,,,,,,,,,,,2014-07-08,0.0978706055038986,0.0825082056502699,0.0542832700480007,0.0204481047173108,-0.0039436287970529,-0.0196948735607254,-0.0282266863530424,-0.0105692120855231,0.0850715658067535,0.2365539504446001,0.4210438589026388,0.6217909073697054,0.8267393162468002,1.027432061952393,1.218149177019047,1.395232658607943,2.0351426556194747,2.3137135400564164,2014-07-08,0.0112538960866108,0.0444543846600391,0.0962653273871363,0.1422425156756475,0.1640343966734772,0.1731626019805787,0.1830043361653999,0.208663974039803,0.3476748019468463,0.5852961977752749,0.8711991416831797,1.1637226747812832,1.438488765441848,1.6846407650015287,1.8995539146133664,2.0848402936102968,2.6896797093258176,3.004103560445463,2014-07-08,0.1216053719169164,0.6995069390013054,1.798762459796732,3.2291098732406502,4.43307028618968,5.445339295841997,7.007976103335217,8.102539256405889,9.38284793250474,9.961620527708195,10.186219962218148,10.23480437173814,10.198401302429314,10.123265126103888,10.032698746416385,9.938273428441969,9.52486135573086,9.237653803245976
809,,,,,,,,,,,,,2014-07-09,0.0932951583586233,0.0784905734520116,0.051347638890864,0.0189632940376229,-0.0041688551988177,-0.0188355678204956,-0.0256644029398187,-0.0068372771341702,0.0899006939385538,0.2412989340527653,0.4249561269818516,0.6244327121164375,0.8278921622587516,1.0270284689583846,1.216222293178907,1.3918794648192303,2.0268738172435556,2.3037965246432863,2014-07-09,0.0113901030099369,0.0481180563900462,0.1049828804379142,0.1543476356543927,0.1763237486935089,0.1838911877956537,0.1889173716278822,0.2105014344396831,0.3473829444487091,0.5887252282319775,0.8800381414928058,1.1771858099208572,1.4549825529631537,1.7026462467998211,1.9179347075853652,2.102863155776351,2.702974421299583,3.0137312438019888,2014-07-09,0.0240765851028643,0.6940411235817618,1.956872172678656,3.5738783075956113,4.90694603784194,6.002823180391475,7.633596751493556,8.71003431279829,9.833734466490112,10.2154635217496,10.264241668112328,10.175465259847629,10.03994138373638,9.897923100162032,9.765699752926928,9.648551164309216,9.263338280366254,9.069000256613217
810,,,,,,,,,,,,,2014-07-10,0.0923191500604779,0.0774620632064707,0.0501703605944193,0.017468669525134,-0.0060828015870473,-0.0212592537950302,-0.0293370360787212,-0.0120032424632716,0.0812598959175243,0.2288471416695152,0.4086307965409661,0.604353861337656,0.8042955576457702,1.0002172490044965,1.186532527092405,1.359656171539206,1.9866184346915663,2.260861999788359,2014-07-10,0.0113998936754541,0.0484594720902684,0.1062633059198976,0.1575005283682946,0.1816766073513136,0.1915747443731099,0.2011247600065981,0.226534737340236,0.3681178000992027,0.6105434429931247,0.9004680540208998,1.1948743139696276,1.4693734305689912,1.7136664424416006,1.9257664078169403,2.1078001171541674,2.69784898650632,3.003201965371634,2014-07-10,0.4092101774213594,0.8713216383821811,1.7680616515498242,2.974712192626801,4.032273639292123,4.957950502317686,6.472963345300928,7.622245847427063,9.128547124624031,9.935023670881847,10.3232805580786,10.465602806433616,10.46676497585362,10.389983112355182,10.272991398260434,10.137977340445428,9.483249175292148,9.006303914319354
811,,,,,,,,,,,,,2014-07-11,0.0856142728805516,0.0712091932997699,0.0448176816352319,0.013381489747261,-0.0090005507369355,-0.0230975931896184,-0.0292641569331566,-0.0103150380198084,0.0854348790146604,0.2347173173463721,0.4155988520667844,0.611973994889266,0.812239620366074,1.0082479947463083,1.1944825287716307,1.3674112491775654,1.9927846787406347,2.2656442070085463,2014-07-11,0.0114153763522936,0.0488311745980254,0.1068760784667945,0.157537930957603,0.1804158242865892,0.1886250445822792,0.1944789098400434,0.2165598240190878,0.3538776792608047,0.5950044295620334,0.885491478008765,1.1813528873986012,1.4575997608095328,1.7036229621127053,1.91730187950143,2.1007230239997075,2.6953315312263832,3.003041728293,2014-07-11,0.0189767781818684,0.5486329496941431,1.563589961048128,2.900854981186693,4.043733029550334,5.019529374194517,6.56066653276275,7.675813827504888,9.048106710426325,9.72795281752304,10.038448410644866,10.155188793696627,10.172957149175904,10.142427334689115,10.090316083469842,10.030414653317427,9.758843293748834,9.575200703702183
812,,,,,,,,,,,,,2014-07-14,0.0988565339135894,0.0839477154476806,0.0565928459142257,0.0238976152413263,0.0004595014515786,-0.0145117454436753,-0.0219571278148817,-0.0037722716389603,0.0915515227660748,0.2413153277335817,0.42310127546979,0.6204838962803993,0.8216587787575511,1.018361235832156,1.2050164480477816,1.3780740160869938,2.000403986453992,2.267120948760553,2014-07-14,0.0114796978837957,0.0505518560908586,0.1109306537721606,0.163120498877773,0.1861082556006863,0.1937353428181083,0.1979871254677085,0.2190858491525542,0.3569965877082772,0.600047500758631,0.89163705908725,1.187050578064401,1.4614728585768957,1.7047733139836223,1.9152955158450895,2.0954660512351255,2.676899106744954,2.976952941845612,2014-07-14,0.0505242839451076,0.539495381657132,1.479515426076866,2.725312258228386,3.798366185513693,4.722574628272525,6.203966784689192,7.302326413297441,8.718973301521437,9.49405002128076,9.91492221437915,10.139953833784372,10.256462943759644,10.312648055301178,10.335168345300325,10.338820139240868,10.265778179208896,10.171760017610543
813,,,,,,,,,,,,,2014-07-15,0.0851682510640353,0.0706787588744154,0.0441164749675029,0.0124310230981989,-0.0101962020880166,-0.0245384953244076,-0.0312094488698972,-0.0128010304999599,0.0817028318508859,0.2294772052406157,0.4085869471286694,0.6029604864837141,0.8010477183671059,0.9947617848304544,1.178647437180624,1.3492298973430694,1.96439082475574,2.2313816074158304,2014-07-15,0.0113577947989689,0.0471963786057259,0.102503260874966,0.1501832764476036,0.1711416070219584,0.1782187970273536,0.1833114202957944,0.2056016485898482,0.3434059225380981,0.5832974018946366,0.8706706859050755,1.1621867961511718,1.4335510424859024,1.6746608947273949,1.8836962398972392,2.0628874706002573,2.642654957107892,2.9423393184517104,2014-07-15,0.8495532352688484,1.2126248868213618,1.924233727416897,2.8983599012977774,3.7706021151228906,4.551243338573915,5.873832387658972,6.929653500889014,8.437098694856934,9.37870348888834,9.954332391779522,10.294639897298214,10.484823963859297,10.580266592652894,10.61682419282494,10.617591496373976,10.447986321324835,10.275521391975053
814,,,,,,,,,,,,,2014-07-16,0.0953092064290326,0.080446169417323,0.0531736625262847,0.0205697581800858,-0.0028169373945887,-0.0177776672941856,-0.0253267256680591,-0.0074118336128714,0.0868918939997582,0.2350559581313041,0.4147595685099681,0.6096868065871375,0.808143509516011,1.0019685462731944,1.185679689472816,1.3558060700719148,1.9655328840267927,2.225066265319928,2014-07-16,0.0114576790654154,0.0498977891774061,0.1090013534114433,0.1593307276704445,0.180488227666121,0.1862941864353544,0.186902184447403,0.2043680317143099,0.3352630523327029,0.571975720485252,0.8581188211014297,1.1489922480507089,1.4196867101911437,1.6599397697737333,1.867964130637266,2.046072770910806,2.6211303748006305,2.9179612781303748,2014-07-16,0.0182281421147402,0.5329045460028163,1.519199629696038,2.8192639051241795,3.931625385898488,4.883183159686252,6.392706586251616,7.495162500523261,8.88227988127686,9.607580225114726,9.974512601786303,10.146997450235324,10.21387976775597,10.22353775193079,10.202477327712591,10.165333594289498,9.927365141431816,9.725802987166144
815,,,,,,,,,,,,,2014-07-17,0.0706232616357041,0.0573007458674236,0.0329895834406601,0.0042914267395514,-0.0157800003901968,-0.0279603896145359,-0.0313521361704212,-0.0108531271572207,0.0850931481419552,0.2317512379391333,0.4081765971097031,0.5990031910217439,0.7931730636935912,0.9829331180193988,1.163045491563926,1.330168346418315,1.9340586534311008,2.198022713313013,2014-07-17,0.0114307583968402,0.0491239117419308,0.1068708255895001,0.1555606603342543,0.1754434786973124,0.1802417425594651,0.1793522549011452,0.1956974596449381,0.324695287396171,0.5595088494095766,0.8436907580346666,1.1326387920013836,1.401535884328311,1.6401706734221149,1.8467710538749216,2.0236426965002225,2.594610860745659,2.889298872736519,2014-07-17,0.0205254216105651,0.595067973923166,1.6788346680861794,3.0705796313982168,4.225412130281577,5.184596479965376,6.646035461269317,7.66127799976357,8.869529830810402,9.475775093936216,9.790579363497676,9.9601519037218,10.054415431721214,10.107611293421842,10.137092213057228,10.15207056774162,10.13503143907272,10.075604205257102
816,,,,,,,,,,,,,2014-07-18,0.0935451647565903,0.0793191336716575,0.053197700186653,0.0219264933304529,-0.0005578172311002,-0.0150021705543292,-0.0225162997700945,-0.0056607479640415,0.0841821826083553,0.2259742399960469,0.398453605499256,0.5860188126735997,0.7774382473005303,0.9648315319086684,1.1428681358697714,1.3081392119845603,1.9048541546251936,2.1637373682202243,2014-07-18,0.0113392902883064,0.0466116443631272,0.1005942229197511,0.1460228041650575,0.1645593825606095,0.1691598708759141,0.1694050223979655,0.1872048102614059,0.3173085448443409,0.5509349520440825,0.8330735144826633,1.1201191995641082,1.3876292646796085,1.6254114114909737,1.831577915338664,2.0082991563088823,2.5799200537170712,2.875320131814371,2014-07-18,0.0211843251865382,0.6152985407866292,1.7313957580678787,3.154157182509832,4.323339529802108,5.28415514592566,6.7226237226603445,7.694025207706228,8.792275665702372,9.290595735978616,9.513273962791104,9.60829932989338,9.6434407104625,9.649948839889676,9.642422566232632,9.62783638085192,9.526978779912808,9.431542377620746
817,,,,,,,,,,,,,2014-07-21,0.0790150083657129,0.0658918122773112,0.0419057317287161,0.0134897482238294,-0.0065229206906562,-0.018843819087811,-0.0230272034971501,-0.0038723973420631,0.0882369129209506,0.2301787121919511,0.4015735002582206,0.5874310866429999,0.7769315397120575,0.9624608219860312,1.1388503526591052,1.3027795500651322,1.897716764643336,2.1602586206327077,2014-07-21,0.0113760563099262,0.0475838236947232,0.1027962106184023,0.1487048919028382,0.1666149078127379,0.1699217607454723,0.1667166792457841,0.1809945798200196,0.3058000388511281,0.5366762576086845,0.8177419238799128,1.1045618595087507,1.3721911925215995,1.6101898589346044,1.8165677706102905,1.9934633553071024,2.565505415109209,2.861052403119549,2014-07-21,0.0152098489107758,0.4430756823761755,1.275549025955064,2.400982557822521,3.393400136563536,4.267860971793128,5.714923277489148,6.832214506496916,8.346489300431706,9.21666083480666,9.694509469241511,9.93577005017359,10.036427005191827,10.05535300357481,10.028417680666813,9.97727120467776,9.660462973167252,9.42658773328326
818,,,,,,,,,,,,,2014-07-22,0.0780140874906114,0.0651837620688144,0.0418087255147648,0.0143189365134197,-0.0047608542936996,-0.0161471506259545,-0.0184734078444392,0.0024982995031863,0.0980332138878434,0.2430276528989168,0.4170410224515013,0.6050655271547187,0.7962924070097372,0.983136854037852,1.1604698795223287,1.3250154346632552,1.9196562890382571,2.1793532394325323,2014-07-22,0.0112564606956133,0.0445119791718202,0.0963088855893632,0.1419089605787808,0.1628701301247233,0.1707120879897843,0.1767061426021232,0.1970781493728051,0.3226671383535002,0.5452573922739177,0.816352473438565,1.0952730589624124,1.35803060085715,1.5938134092627203,1.7998705059501532,1.9776210398018392,2.5581697300725885,2.860019392786725,2014-07-22,0.0166249087121435,0.4815573923088201,1.3787116849106225,2.5746998715284937,3.6114127748042137,4.509172309559104,5.956679958613287,7.034220811045009,8.415747182542862,9.143486638677624,9.501727407022852,9.65464743286507,9.696398851910397,9.680454045057209,9.636764644535116,9.58176815929315,9.326583700908593,9.169868927652832
819,2014-07-23,0.59,,,,,,,,,,,2014-07-23,0.0874553527560884,0.0739995883839604,0.0493424009330722,0.0199616187577428,-0.0009672486041498,-0.0141575528719843,-0.0199464253185706,-0.002230724028041,0.0874477530960708,0.2274755535150134,0.3973869783460024,0.5821161924380291,0.7707776530155606,0.955701013818385,1.131669844181153,1.2953232851633647,1.8900688259497116,2.15295915088147,2014-07-23,0.0112647454355225,0.0447549266760667,0.0969814435632399,0.1430056145150482,0.1640554977023889,0.1716266988871773,0.1760868985896699,0.1939145820029644,0.3130586993613775,0.5294437450405027,0.7957476041068077,1.0714687736205928,1.3323520666417057,1.5672106024484211,1.7729591296993972,1.9507672009709287,2.533031189005343,2.8362575693555003,2014-07-23,0.0158357659915039,0.4607168750723742,1.3233489685012616,2.4824533454971953,3.4963952085777623,4.381963953715596,5.825867500099661,6.914200002227559,8.321817175849098,9.052152728431697,9.380221411985922,9.474263451710147,9.436509037157888,9.328498664740968,9.186786661073326,9.032661939947372,8.343661181496545,7.890876771203799
820,,,,,,,,,,,,,2014-07-24,0.072745462340737,0.0601676438964536,0.0373064995037509,0.0105661692838903,-0.0077894768796391,-0.0184765356872866,-0.019477303349686,0.0027256470098078,0.1004559216756364,0.2473166873797314,0.4229003006587195,0.6122312661014195,0.804531638778049,0.9922454229826904,1.170270152233006,1.335353888002624,1.9310627409078671,2.1903577358522055,2014-07-24,0.0111866597684648,0.0426122899123009,0.0916675145085408,0.1351597951028953,0.1556225306469194,0.1639262659390574,0.1720868011877385,0.1947949374117126,0.3231454484478782,0.5460747938888151,0.81644955123876,1.094581018961934,1.3568912070907224,1.5926284593837892,1.7989570408802074,1.9771807450983,2.560609825211584,2.864438740723461,2014-07-24,0.0168807774470982,0.4875236237272098,1.3976637924477608,2.614708059174289,3.672550743848841,4.589947333488707,6.068063273282132,7.160767319895271,8.521892726107867,9.170933762288076,9.411605253283645,9.42739889610788,9.327622119900491,9.176094285952937,9.008975138277677,8.845795596439961,8.275039314205888,8.048283207352465
821,,,,,,,,,,,,,2014-07-25,0.0656627711230152,0.0531470491480806,0.0303687784424926,0.0036455756691261,-0.0148092833257289,-0.0256990689046694,-0.0273695065286467,-0.006120334042412,0.0891208453673453,0.233064111083963,0.4056025248315471,0.591960446096456,0.7814861395476109,0.9666967964261656,1.142525646093287,1.3057305631730856,1.8962418943807444,2.1549165474766037,2014-07-25,0.0111549801948694,0.041670027872029,0.0888919301590314,0.129765583544116,0.1477712463026481,0.1537817964913852,0.1578459393716418,0.1770891749912237,0.3002047698257613,0.5197278580512563,0.7880054776988139,1.064915511379578,1.326559812443362,1.5619680441723371,1.7681632600977375,1.946361988833874,2.530085371467746,2.834174646022194,2014-07-25,0.0168941164763602,0.494528555768256,1.4169471100498598,2.647671044426383,3.7146142968767184,4.637575668115259,6.1194758159712315,7.210165930570409,8.561651784701331,9.202807987705215,9.440545317597012,9.457476866363551,9.36080533951509,9.21227599127456,9.046463938890842,8.881889383186435,8.256876374181164,7.924201645584532
