t,1d,1m,3m,6m,9m,1y,1.5y,2y,3y,4y,5y,6y,7y,8y,9y,10y,15y,20y
2011-05-11,1.6746651118452494,1.694854227820508,1.8759272232734023,2.4103529713589875,3.148909035635339,4.001308282081503,5.819190120569312,7.575934080335598,10.527692445074512,12.687362104747773,14.22761692563175,15.330989030679097,16.131623378510124,16.720018609080107,17.156478686882625,17.48180835108368,18.19782860320932,18.281995126743926
2011-05-12,1.6516918838977976,1.672808830533965,1.8562680343279894,2.395164683293004,3.1388947480224902,3.996863621446507,5.826252837116965,7.594173938477892,10.565548813178854,12.740539637283437,14.292183833681584,15.40369176631421,16.209857321681472,16.801725521140686,17.240043910406968,17.56597371928882,18.274358709037745,18.344807368092148
2011-05-13,2.0668726341160624,1.9839653915412043,1.9994948273686959,2.378081311091644,3.0371829887628294,3.8589742237357543,5.693738506500464,7.508191079074262,10.575804274238397,12.806582028288831,14.378776113335196,15.489341440500327,16.282703189741678,16.8556560642046,17.272328051405548,17.575910686327276,18.19144214110667,18.21510575110068
2011-05-16,1.0063527012552946,1.1709980662137325,1.5816591407912228,2.3301027875477365,3.1800702224581214,4.082890893543327,5.916565067827367,7.657717260320675,10.604819560529002,12.794170976224171,14.357414947102193,15.457914956911605,16.230359429730285,16.773485793015098,17.156591189843738,17.427616718331286,17.9672585574954,18.0508133853991
2011-05-17,0.48081817311634517,0.7761323481482031,1.4173972425299848,2.427462547717994,3.4595418914073393,4.484265913103875,6.437453603558771,8.196556249894723,11.049606120564825,13.103316840415976,14.545994167253667,15.552461051302071,16.255160936143017,16.747596711292324,17.09412488335691,17.33879220899123,17.823280929128156,17.895899296508844
2011-05-18,1.4058824595740742,1.4786713923506711,1.7615515661556331,2.429204747136384,3.2769699261078156,4.2157348403219945,6.1474087042039,7.9577024600239055,10.910799967519612,13.01033743967099,14.47628371484435,15.508700796960262,16.24693137540382,16.782219898800644,17.174227534018556,17.462794318120686,18.079925711161575,18.1492600658507
2011-05-20,1.3210393647408727,1.403191411515557,1.7060309411656405,2.4022685296611934,3.274343004506327,4.231932385489181,6.1851645955754275,8.000334854373184,10.938815841806449,13.018858954783411,14.473631949804613,15.504539476111498,16.2484736593804,16.793787855906338,17.19781727900986,17.49877265730841,18.158869678353703,18.231283583327652
2011-05-23,1.0882315897114834,1.2099212767501744,1.5784255676263568,2.3425022021216506,3.2576492663337975,4.242722584331026,6.2256182378211005,8.055044648792252,11.00717299825762,13.091481535545332,14.542511821022256,15.563173959094264,16.292718532829955,16.82174946130483,17.20932288380536,17.494809489282826,18.107420978931145,18.179052559618192
2011-05-24,2.123625409787064,2.0368486465364404,2.036793545373283,2.381654877152286,3.0042080219522296,3.792933805696945,5.582478166202584,7.382005674933799,10.485805953737705,12.794611437697409,14.453101036073829,15.64460048581035,16.509499934912412,17.1441984001137,17.613555348315952,17.961728366796812,18.708502215732217,18.768269207720003
2011-05-25,1.247545265413159,1.3507176605820246,1.6541585727979593,2.283942860563197,3.054786482487758,3.908166601613904,5.703367957972357,7.4541574401465045,10.47751551366531,12.754843823908955,14.391763725283715,15.54788801935663,16.360506297908092,16.93202237056747,17.33493319179545,17.619630874558474,18.182977195594987,18.266462789448745
2011-05-26,3.27972336672395,2.9637402919523357,2.5659879550839193,2.471876887785574,2.7982874089032057,3.3942113420543247,4.999514243652714,6.767857046415764,9.983593025008126,12.449436711936105,14.242759866218288,15.538139943060099,16.480739510992706,17.173231639841116,17.685610826838484,18.065825600844555,18.88201317107852,18.94821038113059
2011-05-27,3.3211392884442352,2.9655017218274695,2.5137746370423635,2.3891567492629173,2.7215422733142725,3.3419238960032693,5.011440761123408,6.833722747504363,10.094088268843935,12.542388356292637,14.290214321068735,15.532093748011853,16.422153998659013,17.06658385273015,17.53653867635296,17.88015855150294,18.589314260002126,18.63416819863098
2011-05-30,0.013848869390339757,0.40706687574267547,1.2224179870627996,2.4330636520749,3.6083517826158036,4.73257347041394,6.793587338524341,8.584640747299817,11.399304773629042,13.3742998889103,14.741037465609457,15.684803791805646,16.338206658256333,16.792317242265653,17.10890498142013,17.329902272940277,17.747352141898794,17.789552587800106
2011-05-31,1.2134945414130869,1.3325315157000794,1.6859395044682475,2.4123788075278454,3.2823665453132547,4.222067192429435,6.127669228764795,7.904988992936921,10.818251646876105,12.915408085577614,14.400371706550128,15.460989663629373,16.230182822058428,16.79611704465871,17.216998113279125,17.531982821949143,18.240046581963156,18.344543345297613
2011-06-01,1.429416838945513,1.4947578090529774,1.7624996965404582,2.4087899569088127,3.2374846037864433,4.159859994049066,6.067108551111829,7.863363106845092,10.812963457424544,12.931081912367823,14.42806581636275,15.49769266988156,16.275277684309394,16.849486535024,17.278352694457467,17.600733252973612,18.331458763321976,18.436055984854875
2011-06-02,0.7992170057033742,0.9992468358723788,1.490779798615191,2.3643039050046335,3.327636857651484,4.322514502438746,6.266299289739928,8.029768386107955,10.864773576732562,12.880898876501021,14.301239054187448,15.312983544714822,16.045039919948046,16.582061611271982,16.979768699256972,17.275657858479857,17.92118593320735,17.98902510007254
2011-06-03,0.016433387994893613,0.4895917588078362,1.4568493669661757,2.8567522195201622,4.1729816625288185,5.392262775766413,7.527834313588376,9.282507914775744,11.867420828303601,13.581445888216251,14.74589591334626,15.561049872981721,16.14726603603181,16.577755076092956,16.898538656093457,17.139725912227146,17.69539231070959,17.795119250590698
2011-06-06,2.045646683760576,1.9724316092830116,1.9946789677796184,2.361167771166095,2.9946876153545148,3.786751497986791,5.568497841937644,7.349948549941484,10.409268501085672,12.67732533508383,14.303757110334299,15.471845686994355,16.32070769542493,16.94534239640119,17.409371283381834,17.75592336405264,18.526003529297064,18.626989222981265
2011-06-07,2.482620206718603,2.3192189465331747,2.1534511542430583,2.2538778670107797,2.6597135404808157,3.272248530923287,4.840836859701366,6.571275675077032,9.808262338467479,12.36494243976955,14.231933559549937,15.549043571618187,16.46233267651882,17.088693396289642,17.513798329633083,17.798336165383212,18.22518429726588,18.148183638696874
2011-06-08,2.7420400430257206,2.4919747097912888,2.209565881921998,2.245054861974926,2.6615708965293123,3.3188748086135123,4.990438471352059,6.781311570968696,9.98932351859592,12.429326839021233,14.198272299838111,15.474099904397034,16.40144043395445,17.081864507593593,17.584450337103902,17.956499587728107,18.745067113047625,18.794247039313742
2011-06-09,2.335098558008819,2.1814358206001745,2.0813961508085765,2.3459143256193333,2.939608996890805,3.7270832804817475,5.543915439971398,7.369867165013723,10.47806049621019,12.746670864409696,14.353449003866992,15.498024367031146,16.325416594834604,16.931822045853878,17.380497543106657,17.713895704785763,18.435272162574268,18.500012623450008
2011-06-10,2.450760362134905,2.2822106880704993,2.149146112326256,2.3635973264576116,2.91170314268237,3.660909005407142,5.425568552378997,7.227794206978298,10.341839863192632,12.646636892173154,14.295400923264113,15.479744286414347,16.343142326725808,16.98212551677932,17.46056538413709,17.82139611923456,18.65269509360058,18.791121330368856
2011-06-13,2.8059533510449644,2.570674938819982,2.3228176357783004,2.4123612562396817,2.877611753693142,3.573687585333691,5.28814812040674,7.080830438937116,10.217845564973182,12.553807234177652,14.227784938349473,15.431339247106596,16.310081231541677,16.962280688561414,17.4528789013133,17.825388382462158,18.71313519271304,18.90326347869189
2011-06-14,1.7246622365058213,1.7284843332603799,1.8821730451038219,2.3888629957723664,3.111756105762939,3.9571829707259507,5.777798550640718,7.549422287970787,10.542079848565582,12.740614667396644,14.311784364888325,15.437836458096605,16.25405698612888,16.852275252003455,17.293987100740093,17.620990445758316,18.31506160772078,18.35994394392849
2011-06-15,3.0668092371784126,2.7793983742505253,2.4388626832924722,2.4215470637475565,2.8103073948211788,3.453009106513086,5.1091192881324154,6.884232521712314,10.043116069347189,12.42519507660254,14.143954109195413,15.38274939342107,16.28542066577807,16.950830617544,17.445308577715917,17.813928812721752,18.611870966539758,18.67117810219397
2011-06-16,2.740533393208094,2.5016394007663236,2.25587280572906,2.3637034170449187,2.8553832469490827,3.579164217740402,5.340039626397285,7.160929928505155,10.309333824440898,12.625379889182916,14.269923166188008,15.44306004774161,16.29277358163235,16.917633434399605,17.38240388131676,17.73041937494323,18.513968000688838,18.629133898169982
2011-06-17,4.164143033067397,3.6123534996521323,2.807304554452927,2.268134245901304,2.299761489218504,2.7095031273475554,4.153465996441347,5.9197806139955516,9.307795063793494,11.982667406221818,13.951045532941146,15.379351127355342,16.419150905146644,17.181124302784447,17.741958407771694,18.154715792169725,19.00089672127136,19.010877004019914
2011-06-20,4.727767681833962,4.20873570286269,3.4507304845041045,2.940858761068861,2.966417205718247,3.3465532118148866,4.692164367760219,6.339681096202751,9.49898918193263,11.991313193850457,13.824328447067028,15.154570727602977,16.124053615673635,16.836167763383866,17.362331249204434,17.7518070746625,18.57609895405775,18.62554494559819
2011-06-21,4.722840816152559,4.154506173187339,3.3290514111163017,2.7808522220028853,2.8145470381440445,3.2274116355536195,4.6625628180671885,6.392351952781871,9.645807083448656,12.155629780509917,13.965904996726131,15.256316130159826,16.18029730904822,16.846516735519863,17.3288427041505,17.67770016415754,18.35647825314517,18.341807807459652
2011-06-22,1.0815945568284462,1.2463252145423849,1.6235810394928138,2.2634330045106577,2.967127946596091,3.7117067413873697,5.254064393174131,6.785926862296676,9.59639425285645,11.925363709594082,13.760568873489365,15.165564763030915,16.22236682696881,17.008239821532282,17.58804024673099,18.013216034937635,18.907778646511908,19.052134238580066
2011-06-23,4.619702109350219,4.0678773868726035,3.2737557777212,2.7658140492251917,2.8324154095636103,3.271725268657562,4.743886155418524,6.494764379185952,9.762202260116291,12.26950029119911,14.074519073768567,15.362873205535323,16.289971590345914,16.964617777603582,17.460045314465937,17.825790426669776,18.617632554767304,18.719359900719976
2011-06-24,4.457639761182561,3.9683843555872533,3.286484991425798,2.907751197447014,3.0638304824180795,3.560605589801901,5.078303220439333,6.816839240766502,9.991043600060454,12.396959535537208,14.125443940733295,15.364287008061133,16.262872372345605,16.9233996936967,17.413867901581497,17.780082877086105,18.592161899034924,18.693871996599214
2011-06-27,2.9254989774787035,2.698710187099818,2.4532697921684896,2.521446067898069,2.9504406606321663,3.6060678861383155,5.248386814760452,6.992939971605027,10.099146245035906,12.450839353041461,14.151781695624772,15.37812428132862,16.271092708041152,16.929060729538957,17.418472926088285,17.7845357457882,18.603755597573436,18.719294105263394
2011-06-28,5.780437241576058,5.074166724805087,4.020520326907159,3.2411235410225196,3.1361582883014356,3.4706456561376653,4.850300476426831,6.586347699615273,9.895147542162048,12.458148839385473,14.31449611960302,15.649349549292083,16.618746175995998,17.331479629832018,17.860532468764628,18.25526228478634,19.126813525450167,19.230524110464575
2011-06-29,0.7713321498084683,0.9805908329070119,1.442327475297589,2.1916728953772537,2.987173724300482,3.808749219812414,5.470007030466904,7.08606712756888,10.00071976556106,12.38819473713476,14.262093838879661,15.69804830270885,16.78332940120605,17.597187168545748,18.204975758465324,18.658029151821125,19.680174454307384,19.920448534526898
2011-06-30,1.0265466989191363,1.2061194313723662,1.6132916832675357,2.296046047576042,3.040338453921348,3.8232962113427646,5.436160780868864,7.030925944104286,9.947900911633203,12.362929747368746,14.268912161510583,15.733245495269191,16.84070256223769,17.67049860932742,18.288870584794225,18.748255407366145,19.768558055600668,19.991311423046472
2011-07-01,5.219751769927181,4.567897677468521,3.6160152391679112,2.965509918506851,2.9658514082568175,3.3865846593215143,4.895357842947591,6.719417155426613,10.131608350090671,12.747346844944856,14.633540746034367,15.987921396393354,16.97234144323763,17.69830333754321,18.240026211765727,18.647391533551136,19.583618720460123,19.74800295186565
2011-07-04,3.906500997067425,3.6231498038936656,3.219208496476435,2.992857579305282,3.113405312817034,3.4841559455432676,4.695751362948963,6.219019378637669,9.374907573225384,12.122023447006377,14.305667482167514,15.981555996182426,17.25117922363668,18.209504330832473,18.932622329525177,19.478226852376913,20.71788999387583,20.916829847994453
2011-07-05,4.457487050384688,4.0341070088509685,3.4065236418456304,2.9739398659824343,2.995919116897606,3.336930151421313,4.595909079292164,6.214537327118783,9.52408261536771,12.324744068239617,14.49602166080327,16.13279628061516,17.358838624759844,18.278413294669857,18.970009601248748,19.490772847844106,20.65780355141011,20.80075425966109
2011-07-06,1.6937306880061522,1.7529517111979662,1.9528091098622997,2.4124464021394534,3.015538471481073,3.718178322813392,5.291685526821823,6.939405447018631,10.05533326256595,12.665778817685691,14.721078805299621,16.290642287454098,17.470501284478242,18.34994434452787,19.002189175021403,19.484086418728047,20.516815446619518,20.67084111252113
2011-07-07,3.565227194016398,3.273986616823053,2.88281518928027,2.7262046801494355,2.9495741571012606,3.435022473081328,4.863427206349615,6.550845292414124,9.856983177325374,12.59080310314602,14.689770941235054,16.265026648971947,17.442883327697047,18.32615042027831,18.99107756702545,19.4927413894447,20.630008556779305,20.788851651101766
2011-07-08,1.50227399615376,1.59395661224946,1.8430489630839437,2.341205769724264,2.9533155259565835,3.6464132428299556,5.174440566407631,6.770411069375334,9.82025970010611,12.42397764800332,14.50773454377645,16.116018803211695,17.33001411750701,18.23297927938429,18.89746703372858,19.38220913438624,20.37249918507469,20.497803621492977
2011-07-11,4.639666681384045,4.191686730967325,3.520478459933851,3.037658489724265,3.0234639726611285,3.3387154893577398,4.567097108826035,6.171732558946507,9.474291723444503,12.276483122642922,14.45083656107625,16.09146211355064,17.322618094263657,18.248990028761526,18.94919906212335,19.480293750860028,20.71572696538577,20.933679639393635
2011-07-12,1.347596961703456,1.4851125592153318,1.8067156621322844,2.3673641565252344,3.0001353486357027,3.6844125771163627,5.142571659628933,6.639861861342112,9.51032684363842,12.019246701673183,14.09430333061659,15.75483079692998,17.05537730692276,18.05867600823531,18.82370874518139,19.401282604321985,20.67256431128336,20.854932225049264
2011-07-13,1.6132511503853004,1.68039431753379,1.8871144200668537,2.337856641957875,2.915557247721653,3.5820973994718552,5.0678479375936245,6.625122496405263,9.595238014827602,12.126595189560003,14.162545661162778,15.755154773756466,16.983701981991018,17.92438677003897,18.641205712379477,19.184984926142583,20.408418352128265,20.563002770850495
2011-07-14,3.445308434789538,3.259698306731703,3.0075672540790865,2.910736226716259,3.080048902992688,3.449530488532537,4.588066401334863,6.019659488997168,9.072928520493729,11.839698533067477,14.105213536442506,15.87104801151997,17.210183563147577,18.208381679095133,18.94299195797773,19.477291625849347,20.5171990315987,20.5356435726388
2011-07-15,4.592659043154822,4.140889328668526,3.4617799623977907,2.9670531439397365,2.9410156278572144,3.2446040789795116,4.450533649568726,6.034246157326901,9.30037397737163,12.073556686345725,14.225775294189042,15.850245782770578,17.070277764491244,17.989671214354967,18.686266145301246,19.216442219428245,20.471063638482594,20.722658003609006
2011-07-18,2.3621737926999207,2.3647450237592387,2.4420714156290937,2.7124800729516645,3.1296738894265412,3.657424132168423,4.931422853424808,6.3576643979978265,9.250016650270624,11.8504189225693,14.012276427939355,15.735092789906098,17.073537173842936,18.096143582475452,18.868024665115318,19.444832885368925,20.680944617538877,20.83486102904326
2011-07-19,3.2611686671689673,3.0090259861871553,2.6841109787629884,2.5962175108829366,2.8598907130636357,3.364633755737721,4.789888840944684,6.442290663424126,9.645575845207688,12.27748719648611,14.29245654104733,15.803091798540844,16.932968138696552,17.781564254667067,18.422209902231092,18.907641787111654,20.03309595780954,20.226754616342202
2011-07-20,5.058740913687417,4.451432862356405,3.5502794315944977,2.9051363701285764,2.864814064346592,3.2267006126077966,4.620502058691746,6.369841927396132,9.759152981561302,12.444488419299283,14.422039066239476,15.858661056730885,16.90761606161209,17.680627385418973,18.254726374414826,18.6828813663098,19.625641201670813,19.736681452864104
