t,1d,1m,3m,6m,9m,1y,1.5y,2y,3y,4y,5y,6y,7y,8y,9y,10y,15y,20y
2004-09-06,1.899825154009624,1.933224988356372,2.0016645315517967,2.10252788430908,2.2010781811977833,2.2971774558456577,2.4816514627731205,2.655493572001734,2.971161362179359,3.2459990909934855,3.483732057943967,3.6887228932962493,3.865320225215387,4.017550385970144,4.148995219121553,4.262767322620002,4.646854774245142,4.853753794889727
2004-09-07,1.8966233758509394,1.9337417993678052,2.009088603091304,2.118526934630249,2.2238005795517886,2.3250578706574356,2.516103571527909,2.6927931224447796,3.0073370084104054,3.276535948197915,3.5072318598478236,3.7053058536844867,3.875766935686191,4.02285636714318,4.150152244416681,4.260666761031767,4.637344709846079,4.84347091001537
2004-09-08,1.8963688333634108,1.935474515173959,2.014612719593362,2.1290003432365245,2.2384420858755916,2.343189783781557,2.5395329463482295,2.719751526087421,3.0377405574137915,3.307449401786181,3.5371167300679853,3.7334122677996167,3.901783098735888,4.0467079116853055,4.171888432251731,4.280396753520562,4.649059518445217,4.849883596003242
2004-09-09,1.9074732081366748,1.9414764295842906,2.0108331377787145,2.112336386003941,2.210788745778846,2.3061933109660546,2.4879487905259503,2.6579010474715137,2.9642554499330336,3.2296657375270796,3.4589978933657117,3.657002483405493,3.8280461695023376,3.976009195871805,4.104270322933899,4.215734988748675,4.595848054537044,4.80333228661354
2004-09-10,1.9178266129971158,1.9466753053331598,2.0062813293527295,2.0952459336438243,2.183342488866758,2.2702570537577076,2.439572276303189,2.6017202769325944,2.9014599515292163,3.166981821889985,3.3994404897263424,3.6016479048740564,3.7770042210789168,3.9289466827953956,4.060685474693359,4.175095275424148,4.563666570880485,4.7739520448187704
2004-09-13,1.9076354849039363,1.9414233015728577,2.010257794093948,2.1108162207713557,2.208175160993148,2.3023808262819263,2.4815591241668167,2.648866516765421,2.950251089411739,3.2115491153290177,3.437785117806361,3.633658617496219,3.803400211838176,3.9507318948023653,4.078881563168601,4.190623270463909,4.574851465715339,4.787036693774324
2004-09-14,1.9147325010496017,1.9465347853303916,2.011632763136297,2.1074363537500997,2.200930834365632,2.292034048101375,2.46686162218898,2.6317065256902743,2.931780633720429,3.1943615734981057,3.422890358306781,3.6212417375623107,3.793248418627783,3.9424687657449917,4.07209072789317,4.184909580971628,4.570392250995237,4.780775838091083
2004-09-15,1.9189299197567422,1.9506459584323292,2.015563463147687,2.111093197728433,2.2043127675220258,2.295142490927755,2.4694346465487924,2.633767705957804,2.9329082124280688,3.1946817512299632,3.42251883188578,3.6202765029287534,3.791769527614764,3.9405406990137,4.069765387495644,4.182229073075898,4.5663590352900165,4.775821028581958
2004-09-16,1.9227745274205934,1.9553094544450254,2.0217473705025366,2.1191613781375125,2.2138520547638865,2.305801348619043,2.4814842310286056,2.64635379876502,2.9449675138986744,3.205112112206826,3.430938434760829,3.6266692724950698,3.7962896525954446,3.9434077474843914,4.0712103817072975,4.18246874562901,4.5629275380551855,4.770802602181685
2004-09-17,1.9330621347382777,1.9619270781552267,2.0213310389777406,2.1094909094079464,2.196312760216045,2.2816074618657507,2.447039550967176,2.6049302666080942,2.8964792670359425,3.155406134947645,3.38328829568607,3.5828230299940356,3.757097954062585,3.9091993470593014,4.04201595346331,4.158153751422426,4.559209995031555,4.781514314140551
